"fixed.acidity" "volatile.acidity" "citric.acid" "residual.sugar" "chlorides" "free.sulfur.dioxide" "total.sulfur.dioxide" "density" "pH" "sulphates" "alcohol" "quality"
"518" 10.4 0.61 0.49 2.1 0.2 5 16 0.9994 3.16 0.63 8.4 "1"
"1397" 8.7 0.675 0.1 1.6 0.09 4 11 0.99745 3.31 0.65 9.55 "3"
"903" 7.4 0.635 0.1 2.4 0.08 16 33 0.99736 3.58 0.69 10.8 "5"
"20" 9.54424601485953 0.589066823218018 0.317861621128395 1.66562980357558 0.121811827499419 30.1353045832366 48.276049672626 0.997969416915765 3.36067652291618 0.774424601485953 9.84479006547481 "1"
"758" 8.1 0.87 0 2.2 0.084 10 31 0.99656 3.25 0.5 9.8 "3"
"1009" 8.9 0.35 0.4 3.6 0.11 12 24 0.99549 3.23 0.7 12 "5"
"1467" 7.3 0.48 0.32 2.1 0.062 31 54 0.99728 3.3 0.65 10 "5"
"210" 11 0.3 0.58 2.1 0.054 7 19 0.998 3.31 0.88 10.5 "5"
"814" 6.9 0.39 0.24 2.1 0.102 4 7 0.99462 3.44 0.58 11.4 "2"
"988" 7.1 0.36 0.3 1.6 0.08 35 70 0.99693 3.44 0.5 9.4 "3"
"611" 8.8 0.24 0.54 2.5 0.083 25 57 0.9983 3.39 0.54 9.2 "3"
"1098" 8.6 0.52 0.38 1.5 0.096 5 18 0.99666 3.2 0.52 9.4 "3"
"590" 10.2 0.29 0.49 2.6 0.059 5 13 0.9976 3.05 0.74 10.5 "5"
"1" 11.367945584096 0.5858013603976 0.627125624413602 2.180662132008 0.0983657136699185 9.03310660040006 41.0052609224804 1.00052926984811 3.2325959188072 0.581602720795199 8.88397279204801 "1"
"1328" 6.7 0.46 0.24 1.7 0.077 18 34 0.9948 3.39 0.6 10.6 "4"
"496" 10.7 0.35 0.53 2.6 0.07 5 16 0.9972 3.15 0.65 11 "6"
"900" 8.3 1.02 0.02 3.4 0.084 6 11 0.99892 3.48 0.49 11 "1"
"8" 7.58495258612093 0.724123543805908 0.13241289607482 1.87175291238818 0.107179517704528 5.76082362537272 12.9567054985091 0.996813199673733 3.45672121389536 0.63 9.57927661932772 "1"
"369" 10.3 0.34 0.52 2.8 0.159 15 75 0.9998 3.18 0.64 9.4 "3"
"1449" 6.9 0.58 0.01 1.9 0.08 40 54 0.99683 3.4 0.73 9.7 "3"
"47" 7.07773630153388 0.90665297950618 0.0277736301533878 1.69992534276098 0.152572643768042 18.221890412271 40.1094520613551 0.996009805891178 3.31444527396932 0.53221890412271 9.74445273969322 "1"
"589" 5 0.42 0.24 2 0.06 19 50 0.9917 3.72 0.74 14 "6"
"1415" 10 0.32 0.59 2.2 0.077 3 15 0.9994 3.2 0.78 9.6 "3"
"806" 8.2 0.28 0.4 2.4 0.052 4 10 0.99356 3.33 0.7 12.8 "5"
"1320" 9.1 0.76 0.68 1.7 0.414 18 64 0.99652 2.9 1.33 9.1 "4"
"859" 11.7 0.28 0.47 1.7 0.054 17 32 0.99686 3.15 0.67 10.6 "5"
"26" 7.81535213552415 0.941244722022675 0.02 2.91535213552415 0.0821825705082156 6 11.3029049152974 0.998035517647332 3.50120334407082 0.532406688141636 10.6819498389377 "1"
"339" 12.4 0.49 0.58 3 0.103 28 99 1.0008 3.16 1 11.5 "4"
"462" 8.3 0.615 0.22 2.6 0.087 6 19 0.9982 3.26 0.61 9.3 "3"
"1031" 7.1 0.59 0 2.1 0.091 9 14 0.99488 3.42 0.55 11.5 "5"
"1460" 7.9 0.2 0.35 1.7 0.054 7 15 0.99458 3.32 0.8 11.9 "5"
"438" 11.1 0.45 0.73 3.2 0.066 6 22 0.9986 3.17 0.66 11.2 "4"
"1543" 6.7 0.855 0.02 1.9 0.064 29 38 0.99472 3.3 0.56 10.75 "4"
"1168" 8.2 0.33 0.39 2.5 0.074 29 48 0.99528 3.32 0.88 12.4 "5"
"180" 8.8 0.61 0.14 2.4 0.067 10 42 0.9969 3.19 0.59 9.5 "3"
"332" 7.3101233443711 0.36898766556289 0.304493832781445 1.8898766556289 0.0659111009933986 16.101233443711 26.2469163907226 0.994428173137417 3.23550616721855 0.726962996688671 11.3550616721855 "6"
"74" 8.3 0.675 0.26 2.1 0.084 11 43 0.9976 3.31 0.53 9.2 "2"
"947" 10.2 0.44 0.58 4.1 0.092 11 24 0.99745 3.29 0.99 12 "5"
"422" 6.6 0.84 0.03 2.3 0.059 32 48 0.9952 3.52 0.56 12.3 "5"
"1308" 6.8 0.68 0.09 3.9 0.068 15 29 0.99524 3.41 0.52 11.1 "2"
"523" 8.2 0.39 0.49 2.3 0.099 47 133 0.9979 3.38 0.99 9.8 "3"
"18" 8.1 0.56 0.28 1.7 0.368 16 56 0.9968 3.11 1.28 9.3 "3"
"112" 9.19346950717736 0.417173720889259 0.46347834627144 2.18695865678601 0.103565059397835 27.7825788049959 70.3696356739383 0.997679127958128 3.34478248059284 0.766086614914238 9.7239124029642 "2"
"1369" 8 0.77 0.32 2.1 0.079 16 74 0.99656 3.27 0.5 9.8 "4"
"279" 10.3 0.32 0.45 6.4 0.073 5 13 0.9976 3.23 0.82 12.6 "6"
"54" 8.6 0.38 0.36 3 0.081 30 119 0.997 3.2 0.56 9.4 "3"
"341" 8.11061596395448 0.389585431199521 0.401061596395448 1.90414568800479 0.0631890733996406 11.1658275201917 22.7694697203115 0.994672072844002 3.22041456880048 0.726450990801677 11.8751258719712 "6"
"53" 7.29428761336021 0.977000997014111 0.05 2.2028229595162 0.0615998005971778 19.514447135618 48.000332338037 0.997079418791195 3.3125705739879 0.549143142004032 9.71428096659947 "1"
"704" 7.5 0.38 0.48 2.6 0.073 22 84 0.9972 3.32 0.7 9.6 "2"
"1190" 8.8 0.955 0.05 1.8 0.075 5 19 0.99616 3.3 0.44 9.6 "2"
"1083" 7.2 0.38 0.3 1.8 0.073 31 70 0.99685 3.42 0.59 9.5 "4"
"1234" 10.2 0.23 0.37 2.2 0.057 14 36 0.99614 3.23 0.49 9.3 "2"
"82" 11.4905161932344 0.333357553826645 0.609051619323436 2.43357553826645 0.0708321223086678 5.41606115433387 21.4087950063404 0.997824091731501 3.03766348832985 0.720730396236759 10.5007266147994 "6"
"351" 7.46762708292808 0.361591225480661 0.307956127403304 1.8 0.0738806580889504 16.6021936298348 23.6817549038678 0.994207105673917 3.2388065808895 0.699602193629835 11.4437587007182 "6"
"577" 9.9 0.5 0.24 2.3 0.103 6 14 0.9978 3.34 0.52 10 "2"
"574" 10.5 0.59 0.49 2.1 0.07 14 47 0.9991 3.3 0.56 9.6 "2"
"278" 11.5 0.18 0.51 4 0.104 4 23 0.9996 3.28 0.97 10.1 "4"
"472" 7.25028030360118 0.329314359496348 0.335256577194668 1.72514015180059 0.0614342389856465 3.06856405036524 13.0914187338203 0.996009141873382 3.22817162532359 1.09588615697809 10.0388529618736 "6"
"33" 8.3 0.655 0.12 2.3 0.083 15 113 0.9966 3.17 0.66 9.8 "3"
"1178" 7.1 0.66 0 2.4 0.052 6 11 0.99318 3.35 0.66 12.7 "5"
"1183" 10.2 0.4 0.4 2.5 0.068 41 54 0.99754 3.38 0.86 10.5 "4"
"766" 9.2 0.67 0.1 3 0.091 12 48 0.99888 3.31 0.54 9.5 "4"
"55" 6.75216410076246 0.779126836946234 0.0226082050381228 1.82608205038123 0.0765220171450637 7.21716235112399 15.2167862136848 0.996091287176334 3.52913435969502 0.623044786565006 9.92826495801564 "1"
"615" 9.2 0.755 0.18 2.2 0.148 10 103 0.9969 2.87 1.36 10.2 "4"
"1231" 7.7 0.18 0.34 2.7 0.066 15 58 0.9947 3.37 0.78 11.8 "4"
"24" 8.19382488485426 0.630804334282875 0.181494582146406 1.6788790633902 0.105050342509523 17.3046207502484 26.5345123931766 0.996936668576449 3.48136480258778 0.722859384734184 9.9298131772317 "1"
"1276" 8 0.715 0.22 2.3 0.075 13 81 0.99688 3.24 0.54 9.5 "4"
"839" 10.1 0.31 0.35 1.6 0.075 9 28 0.99672 3.24 0.83 11.2 "5"
"691" 7.4 1.185 0 4.25 0.097 5 14 0.9966 3.63 0.54 10.7 "1"
"1091" 10 0.26 0.54 1.9 0.083 42 74 0.99451 2.98 0.63 11.8 "6"
"461" 4.6 0.52 0.15 2.1 0.054 8 65 0.9934 3.9 0.56 13.1 "2"
"648" 8.3 0.845 0.01 2.2 0.07 5 14 0.9967 3.32 0.58 11 "2"
"1588" 5.8 0.61 0.11 1.8 0.066 18 28 0.99483 3.55 0.66 10.9 "4"
"1151" 8.2 0.33 0.32 2.8 0.067 4 12 0.99473 3.3 0.76 12.8 "5"
"1087" 8.5 0.34 0.4 4.7 0.055 3 9 0.99738 3.38 0.66 11.6 "5"
"721" 8.4 0.56 0.04 2 0.082 10 22 0.9976 3.22 0.44 9.6 "3"
"1207" 7.2 0.36 0.46 2.1 0.074 24 44 0.99534 3.4 0.85 11 "5"
"436" 12.3 0.39 0.63 2.3 0.091 6 18 1.0004 3.16 0.49 9.5 "3"
"322" 8.36371077043004 0.404809978099074 0.379873318732716 1.78312219788786 0.0668185538521502 5.49366593663581 12.1687780211214 0.995301773537742 3.32974663746543 0.759198988659773 11.4130773640936 "6"
"1453" 6.6 0.58 0.02 2 0.062 37 53 0.99374 3.35 0.76 11.6 "5"
"371" 11.4922418690985 0.333321223808452 0.609224186909851 2.43321223808453 0.0708339388095774 5.41696940478869 21.4206022622529 0.997825454107183 3.03741826070705 0.720884798814077 10.4996367142536 "6"
"510" 10.0393375824904 0.374596175758634 0.300379619079176 2.25355413916986 0.0816349040181376 9.71566886641085 24.2180893826298 0.99702899871022 3.28890955308685 0.506066241750959 9.67487897418905 "2"
"222" 7.4 0.53 0.26 2 0.101 16 72 0.9957 3.15 0.57 9.4 "3"
"113" 8.51004475569352 0.37541853148723 0.480334825189784 2.68493286645971 0.0744414055917878 10.9330349620432 26.3242167753633 0.995937566712284 3.27882811183576 0.773576992943417 12.6474888110766 "6"
"310" 5.71011311672628 0.650281107099727 0.024494344163686 1.61011311672628 0.0763295627757907 6 13 0.995284646289609 3.64715346971527 0.618164781387895 10.081647813879 "2"
"262" 7 0.975 0.04 2 0.087 12 67 0.99565 3.35 0.6 9.4 "2"
"521" 7.87531785140745 0.531114426506683 0.338025428112596 2.46544499197043 0.0759012714056298 8.44427867466584 17.3455500802957 0.992440830306821 3.2019745718874 0.719012714056298 13.0160806947853 "6"
"1462" 6.2 0.785 0 2.1 0.06 6 13 0.99664 3.59 0.61 10 "2"
"101" 8.8335834428668 0.933730486184358 0.0488805519044399 1.7776110380888 0.075335834428668 4.88805519044399 18.44027595222 0.996365978449583 3.29888055190444 0.451194480955601 9.6111944809556 "2"
"463" 11.8642813330516 0.325488814041018 0.646428133305162 2.35488814041019 0.0712255592979491 5.61277964897454 23.966135436669 0.998119169473462 2.98454949477687 0.754172540325671 10.2646644212306 "6"
"1090" 11.6 0.41 0.54 1.5 0.095 22 41 0.99735 3.02 0.76 9.9 "5"
"38" 8.1 0.38 0.28 2.1 0.066 13 30 0.9968 3.23 0.73 9.7 "5"
"1121" 7.9 0.54 0.34 2.5 0.076 8 17 0.99235 3.2 0.72 13.1 "6"
"182" 8.9 0.61 0.49 2 0.27 23 110 0.9972 3.12 1.02 9.3 "3"
"1364" 8 0.83 0.27 2 0.08 11 63 0.99652 3.29 0.48 9.8 "2"
"1585" 6.7 0.32 0.44 2.4 0.061 24 34 0.99484 3.29 0.8 11.6 "5"
"287" 12 0.45 0.55 2 0.073 25 49 0.9997 3.1 0.76 10.3 "4"
"150" 8.2 0.4 0.44 2.8 0.089 11 43 0.9975 3.53 0.61 10.5 "4"
"482" 9.4 0.3 0.56 2.8 0.08 6 17 0.9964 3.15 0.92 11.7 "6"
"111" 6.62115504983813 0.52245135132689 0.0726930299028754 2.16971123754047 0.0978173257475719 3.30288762459531 11.1826742524281 0.995282256756634 3.56548022757284 0.607884495016187 11.4697112375405 "2"
"81" 8.06892827183474 0.7465038916911 0.00436905760550872 2.11261884788983 0.0865242006902117 13.5825410140678 28.3301640562713 0.997479602442263 3.37 0.462912705070339 9.51261884788983 "2"
"212" 7.31256454903632 0.669092084974982 0.0624784836545587 1.9 0.0833752151634544 6.93717725481838 15.4363166010007 0.996448218596103 3.35561962091364 0.471256454903632 9.49694492812268 "2"
"41" 7.3 0.45 0.36 5.9 0.074 12 87 0.9978 3.33 0.83 10.5 "3"
"245" 15 0.21 0.44 2.2 0.075 10 24 1.00005 3.07 0.84 9.2 "5"
"1441" 7.2 0.37 0.32 2 0.062 15 28 0.9947 3.23 0.73 11.3 "5"
"511" 5.92182052754797 0.809041023766622 0.055851282319054 1.53165385217872 0.047925641159527 15.2182052754797 81.7098715070169 0.992658919242618 3.54537179420237 0.808297435361892 12.8707435884047 "6"
"49" 7.01393340472132 0.850255853857379 0.043545005354099 4.86085069603287 0.0811393340472132 3.6454994645901 13.5696670236066 0.997632453704551 3.43227497322951 0.543668313701637 10.1462083779508 "1"
"1528" 7.1 0.53 0.07 1.7 0.071 15 24 0.9951 3.29 0.66 10.8 "4"
"1535" 6.6 0.56 0.14 2.4 0.064 13 29 0.99397 3.42 0.62 11.7 "5"
"139" 7.8 0.56 0.19 2.1 0.081 15 105 0.9962 3.33 0.54 9.5 "3"
"1370" 6.6 0.61 0 1.6 0.069 4 8 0.99396 3.33 0.37 10.4 "2"
"153" 8.95125082291197 0.877562541145599 0.247351170883048 2.63416721527465 0.0913244145584758 11 73.4184613937978 0.998549335088879 3.35341672152746 0.552476253174245 10.4794648735086 "2"
"281" 11.4 0.26 0.44 3.6 0.071 6 19 0.9986 3.12 0.82 9.3 "4"
"419" 11.9 0.38 0.51 2 0.121 7 20 0.9996 3.24 0.76 10.4 "4"
"946" 10.2 0.44 0.42 2 0.071 7 20 0.99566 3.14 0.79 11.1 "5"
"207" 12.8 0.3 0.74 2.6 0.095 9 28 0.9994 3.2 0.77 10.8 "5"
"40" 7.92127448327374 0.968240846047411 0.0149503264436498 2.84453590880148 0.130204513040604 8.52483677817509 15.5447062007152 0.997857043716388 3.4396026115492 0.49504967355635 10.697019586619 "1"
"1406" 7.7 0.28 0.3 2 0.062 18 34 0.9952 3.28 0.9 11.3 "5"
"311" 10.5745961404406 0.340594710533041 0.504919228088111 3.79133666581474 0.0709405289466958 5 15.0594710533042 0.997325403859559 3.17508077191189 0.703296640312765 11.5016154382378 "6"
"1375" 6.8 0.815 0 1.2 0.267 16 29 0.99471 3.32 0.51 9.8 "1"
