"fixed.acidity" "volatile.acidity" "citric.acid" "residual.sugar" "chlorides" "free.sulfur.dioxide" "total.sulfur.dioxide" "density" "pH" "sulphates" "alcohol" "quality"
"270" 11.5 0.18 0.51 4 0.104 4 23 0.9996 3.28 0.97 10.1 "6"
"280" 8.9 0.4 0.32 5.6 0.087 10 47 0.9991 3.38 0.77 10.5 "7"
"771" 7.1 0.59 0.02 2.3 0.082 24 94 0.99744 3.55 0.53 9.7 "6"
"420" 6.8 0.77 0 1.8 0.066 34 52 0.9976 3.62 0.68 9.9 "5"
"651" 10.7 0.43 0.39 2.2 0.106 8 32 0.9986 2.89 0.5 9.6 "5"
"1286" 11.3 0.37 0.5 1.8 0.09 20 47 0.99734 3.15 0.57 10.5 "5"
"1545" 8.4 0.37 0.43 2.3 0.063 12 19 0.9955 3.17 0.81 11.2 "7"
"736" 7.7 0.965 0.1 2.1 0.112 11 22 0.9963 3.26 0.5 9.5 "5"
"1468" 6.7 1.04 0.08 2.3 0.067 19 32 0.99648 3.52 0.57 11 "4"
"241" 8.9 0.635 0.37 1.7 0.263 5 62 0.9971 3 1.09 9.3 "5"
"723" 7.6 0.42 0.08 2.7 0.084 15 48 0.9968 3.21 0.59 10 "5"
"503" 10.4 0.44 0.73 6.55 0.074 38 76 0.999 3.17 0.85 12 "7"
"359" 11.9 0.43 0.66 3.1 0.109 10 23 1 3.15 0.85 10.4 "7"
"312" 7.9 0.53 0.24 2 0.072 15 105 0.996 3.27 0.54 9.4 "6"
"657" 10.7 0.43 0.39 2.2 0.106 8 32 0.9986 2.89 0.5 9.6 "5"
"1271" 5 0.38 0.01 1.6 0.048 26 60 0.99084 3.7 0.75 14 "6"
"1045" 6.4 0.39 0.33 3.3 0.046 12 53 0.99294 3.36 0.62 12.2 "6"
"693" 8.6 0.49 0.51 2 0.422 16 62 0.9979 3.03 1.17 9 "5"
"222" 7.4 0.53 0.26 2 0.101 16 72 0.9957 3.15 0.57 9.4 "5"
"1421" 7.8 0.53 0.01 1.6 0.077 3 19 0.995 3.16 0.46 9.8 "5"
"1476" 5.3 0.47 0.11 2.2 0.048 16 89 0.99182 3.54 0.88 13.5666666666667 "7"
"345" 11.9 0.57 0.5 2.6 0.082 6 32 1.0006 3.12 0.78 10.7 "6"
"577" 9.9 0.5 0.24 2.3 0.103 6 14 0.9978 3.34 0.52 10 "4"
"1514" 6.4 0.56 0.15 1.8 0.078 17 65 0.99294 3.33 0.6 10.5 "6"
"221" 7.8 0.34 0.37 2 0.082 24 58 0.9964 3.34 0.59 9.4 "6"
"500" 8.7 0.69 0.31 3 0.086 23 81 1.0002 3.48 0.74 11.6 "6"
"1033" 8.1 0.82 0 4.1 0.095 5 14 0.99854 3.36 0.53 9.6 "5"
"1044" 9.5 0.39 0.41 8.9 0.069 18 39 0.99859 3.29 0.81 10.9 "7"
"1371" 8.7 0.78 0.51 1.7 0.415 12 66 0.99623 3 1.17 9.2 "5"
"682" 8 0.45 0.23 2.2 0.094 16 29 0.9962 3.21 0.49 10.2 "6"
"1122" 6.6 0.5 0 1.8 0.062 21 28 0.99352 3.44 0.55 12.3 "6"
"1235" 7.1 0.75 0.01 2.2 0.059 11 18 0.99242 3.39 0.4 12.8 "6"
"726" 9 0.66 0.17 3 0.077 5 13 0.9976 3.29 0.55 10.4 "5"
"511" 12.4 0.42 0.49 4.6 0.073 19 43 0.9978 3.02 0.61 9.5 "5"
"297" 10.6 0.83 0.37 2.6 0.086 26 70 0.9981 3.16 0.52 9.9 "5"
"1595" 6.2 0.6 0.08 2 0.09 32 44 0.9949 3.45 0.58 10.5 "5"
