"fixed.acidity" "volatile.acidity" "citric.acid" "residual.sugar" "chlorides" "free.sulfur.dioxide" "total.sulfur.dioxide" "density" "pH" "sulphates" "alcohol" "quality"
"13" 9.42611122692469 0.726238337431569 0.351770625757053 2.1 0.156332084045978 9.71236503100954 26.367203068221 0.998661729478475 3.2071236503101 0.604867386501282 8.80840496935416 "1"
"548" 10.6 0.31 0.49 2.5 0.067 6 21 0.9987 3.26 0.86 10.7 "4"
"261" 7.26434603743255 1.1067279127799 0.0335653962567449 4.51670853048563 0.100078064117581 3.65738414973021 12.3565396256745 0.996988742311448 3.43286920748651 0.480556951016188 10.4300844524056 "1"
"1177" 6.5 0.88 0.03 5.6 0.079 23 47 0.99572 3.58 0.5 11.2 "2"
"1392" 8 0.64 0.22 2.4 0.094 5 33 0.99612 3.37 0.58 11 "3"
"439" 10.4 0.41 0.55 3.2 0.076 22 54 0.9996 3.15 0.89 9.9 "4"
"1413" 8.2 0.24 0.34 5.1 0.062 8 22 0.9974 3.22 0.94 10.9 "4"
"997" 5.6 0.66 0 2.2 0.087 3 11 0.99378 3.71 0.63 12.8 "5"
"1000" 6.4 0.69 0 1.65 0.055 7 12 0.99162 3.47 0.53 12.9 "4"
"976" 7.2 0.41 0.3 2.1 0.083 35 72 0.997 3.44 0.52 9.4 "3"
"725" 7.5 1.115 0.1 3.1 0.086 5 12 0.9958 3.54 0.6 11.2 "2"
"401" 8.81395171429031 0.31953494285699 0.52093011428602 3.11255908571184 0.0792186022857204 9.51628971425816 24.8139771427959 0.996751628971426 3.22813977142796 0.896558068571612 12.1297687428538 "6"
"363" 11.9 0.58 0.66 2.5 0.072 6 37 0.9992 3.05 0.56 10 "3"
"608" 8.8 0.48 0.41 3.3 0.092 26 52 0.9982 3.31 0.53 10.5 "4"
"444" 10 0.44 0.49 2.7 0.077 11 19 0.9963 3.23 0.63 11.6 "5"
"61" 8.07941057467833 0.798235770128667 0.254117885064334 2.03970528733917 0.0825808436770458 11 65.3823172403499 0.996686762206825 3.27213262069738 0.501837908036541 9.6808841379825 "2"
"267" 8.1 0.87 0 3.3 0.096 26 61 1.00025 3.6 0.72 9.8 "2"
"200" 6.9 1.09 0.06 2.1 0.061 12 31 0.9948 3.51 0.43 11.4 "2"
"1303" 9.1 0.37 0.32 2.1 0.064 4 15 0.99576 3.3 0.8 11.2 "4"
"1434" 6.1 0.4 0.16 1.8 0.069 11 25 0.9955 3.42 0.74 10.1 "5"
"71" 5.71563814198598 0.61884361858014 0.0265308557404205 1.5115638141986 0.0787279804381542 5.76872371602803 12.4218092900701 0.994862049095174 3.62183941314463 0.591090464503504 10.1346914425958 "2"
"597" 12.4 0.4 0.51 2 0.059 6 24 0.9994 3.04 0.6 9.3 "4"
"327" 11.6 0.53 0.66 3.65 0.121 6 14 0.9978 3.05 0.74 11.5 "5"
"1125" 6.5 0.58 0 2.2 0.096 3 13 0.99557 3.62 0.62 11.5 "2"
"92" 8.26738089635037 0.410496597038582 0.370993194077164 1.84751701480709 0.0651489791115746 8.13826566631906 16.0389462586027 0.995055462567424 3.32148979111575 0.706630955182482 11.6049659703858 "6"
"1264" 8.2 0.78 0 2.2 0.089 13 26 0.9978 3.37 0.46 9.6 "2"
"849" 6.4 0.64 0.21 1.8 0.081 14 31 0.99689 3.59 0.66 9.8 "3"
"34" 10.7241279039532 0.798968024011701 0.515481104152277 2.17810319759883 0.0877949855127372 8.90515987994149 38.6792150875553 0.999477433134969 3.30474200600293 0.532775435918011 9.41603924562223 "1"
"634" 10.1 0.935 0.22 3.4 0.105 11 86 1.001 3.43 0.64 11.3 "2"
"341" 8.36834836679045 0.334388387773652 0.491223224452697 3.35021420437843 0.0786244644890539 12.1899097992573 30.7553551094607 0.997018990979926 3.28755355109461 0.878733934671618 12.4565445310203 "6"
"122" 5.05215899343602 0.427302259081043 0.21809322275687 1.97913640262559 0.0583309122100472 19.9388618818484 53.8597655142657 0.991606113811815 3.69705004288815 0.748345438949764 14 "6"
"30" 11.3408327766461 0.596989851308754 0.624868443056475 2.40157450705301 0.0744607417304069 9.59685098589398 45.0994403620716 1.00064334781166 3.25863890744513 0.567120364184957 9.06911125956103 "1"
"913" 10 0.46 0.44 2.9 0.065 4 8 0.99674 3.33 0.62 12.2 "4"
"1007" 9.1 0.29 0.33 2.05 0.063 13 27 0.99516 3.26 0.84 11.7 "5"
"271" 6.7071899655275 0.511456605296116 0.148543394703884 2.18291321059223 0.0630485535098705 28.1456605296116 46.9514464901295 0.993205985433876 3.56147521748673 0.74 13.2073760874337 "6"
"1012" 8.9 0.32 0.31 2 0.088 12 19 0.9957 3.17 0.55 10.4 "4"
"987" 9.8 0.34 0.39 1.4 0.066 3 7 0.9947 3.19 0.55 11.4 "5"
"530" 9.9 0.63 0.24 2.4 0.077 6 33 0.9974 3.09 0.57 9.4 "3"
"303" 8.3 0.705 0.12 2.6 0.092 12 28 0.9994 3.51 0.72 10 "3"
"1473" 7.6 0.35 0.6 2.6 0.073 23 44 0.99656 3.38 0.79 11.1 "4"
"57" 10.2 0.42 0.57 3.4 0.07 4 10 0.9971 3.04 0.63 9.6 "3"
"1523" 6.1 0.32 0.25 2.3 0.071 23 58 0.99633 3.42 0.97 10.6 "3"
"21" 10.1197457442526 0.663715399018256 0.444225138227921 2.30084888328565 0.190377937219338 5 15.8131638295017 0.999138429361302 3.2039065000671 0.621592372327577 8.61486159607303 "1"
"391" 7.30090217161924 0.527518795242067 0.262616530500818 2.32526313338894 0.0680120289549231 12.992481903173 34.4736866611056 0.991963082652504 3.2748872285476 0.744962409515865 13.3246616856428 "6"
"283" 7.6 0.52 0.12 3 0.067 12 53 0.9971 3.36 0.57 9.1 "3"
"300" 6.9 0.67 0.06 2.1 0.08 8 33 0.99845 3.68 0.71 9.6 "3"
"19" 8.65262679995503 0.81855744645698 0.241985739348456 2.1 0.121650040385081 13.4550316131208 34.6010695488658 0.998075378380611 3.24455031613121 0.584906498063356 9.13276940647047 "1"
"371" 10.0887696061283 0.36910094980849 0.518539430114906 2.29438480306417 0.0703820189961698 5.76403799233958 16 0.996214390989882 3.17292113977019 0.665280759846792 11.5730284942547 "6"
"1210" 6.2 0.39 0.43 2 0.071 14 24 0.99428 3.45 0.87 11.2 "5"
"648" 8.3 0.845 0.01 2.2 0.07 5 14 0.9967 3.32 0.58 11 "2"
"1301" 5.2 0.645 0 2.15 0.08 15 28 0.99444 3.78 0.61 12.5 "4"
"172" 8.19707795483992 0.505340905268677 0.379610393978655 2.32670452634338 0.074762175188167 7.7524350376334 16.7524350376334 0.992911972464572 3.20247564962367 0.712573051129002 12.95146102258 "6"
"1418" 7.3 0.34 0.33 2.5 0.064 21 37 0.9952 3.35 0.77 12.1 "5"
"1410" 6 0.51 0 2.1 0.064 40 54 0.995 3.54 0.93 10.7 "4"
"711" 10.6 1.025 0.43 2.8 0.08 21 84 0.9985 3.06 0.57 10.1 "3"
"311" 10.9591498743277 0.344544213172048 0.55591498743277 2.54544213172048 0.0702727893413976 5.13639467069879 17.7731307190843 0.997404592006048 3.11317343891133 0.673187094018795 10.8363263951614 "6"
"1557" 6.6 0.88 0.04 2.2 0.066 12 20 0.99636 3.53 0.56 9.9 "3"
"378" 9.4 0.27 0.53 2.4 0.074 6 18 0.9962 3.2 1.13 12 "5"
"815" 12.6 0.41 0.54 2.8 0.103 19 41 0.99939 3.21 0.76 11.3 "4"
"121" 7.8312353153713 0.387271019117907 0.476768435947597 2.51921089868993 0.0789783934969455 23.131047418341 81.3339596567675 0.99729371535752 3.3248473460786 0.712926256209612 9.62423673039302 "2"
"700" 11.8 0.38 0.55 2.1 0.071 5 19 0.9986 3.11 0.62 10.8 "4"
"42" 7.62920644849073 0.376321087584365 0.336978691047989 2.0735782483127 0.0577168257939629 13.7736958614551 27.4058046198916 0.995024123426359 3.22018956689164 0.746510654476006 11.2632108758437 "6"
"465" 11.5 0.315 0.54 2.1 0.084 5 15 0.9987 2.98 0.7 9.2 "4"
"381" 8.3 0.26 0.42 2 0.08 11 27 0.9974 3.21 0.8 9.4 "4"
"292" 7.2 0.345620430628769 0.323751827748492 1.79372258377261 0.0594379569371231 6.74890335090458 17.9985378012061 0.995600116975904 3.23 0.99378107172437 10.406131196348 "6"
"1460" 7.9 0.2 0.35 1.7 0.054 7 15 0.99458 3.32 0.8 11.9 "5"
"8" 7.51836486123502 1.16794982356019 0.0186001924797893 4.19222667487338 0.0963518114741892 5.14091054908931 14.9300096239895 0.996718364861235 3.61929079826921 0.540845463294536 10.6520904133096 "1"
"1373" 8.7 0.78 0.51 1.7 0.415 12 66 0.99623 3 1.17 9.2 "3"
"321" 11.0067889888305 0.343541284445673 0.560678898883052 2.53541284445673 0.0703229357777163 5.16146788885817 18.0990825551562 0.997442201833287 3.10640367000829 0.677449541105889 10.8062385333702 "6"
"211" 7.44504294616636 0.369498159450013 0.362509202749934 2.56009816266596 0.063701349736657 15 31.8004908133298 0.995623158287299 3.27200736219995 0.795006135166623 11.8250920274993 "6"
"935" 6.6 0.61 0.01 1.9 0.08 8 25 0.99746 3.69 0.73 10.5 "3"
"171" 7.9 0.885 0.03 1.8 0.058 4 8 0.9972 3.36 0.33 9.1 "2"
"182" 8.9 0.61 0.49 2 0.27 23 110 0.9972 3.12 1.02 9.3 "3"
"656" 9.7 0.55 0.17 2.9 0.087 20 53 1.0004 3.14 0.61 9.4 "3"
"227" 8.9 0.59 0.5 2 0.337 27 81 0.9964 3.04 1.61 9.5 "4"
"1406" 7.7 0.28 0.3 2 0.062 18 34 0.9952 3.28 0.9 11.3 "5"
"1470" 7.3 0.98 0.05 2.1 0.061 20 49 0.99705 3.31 0.55 9.7 "1"
"1208" 9.9 0.72 0.55 1.7 0.136 24 52 0.99752 3.35 0.94 10 "3"
"113" 7.21297025121748 0.390076735345647 0.336907170009799 3.08472768841311 0.0682670785589144 18.7214111392386 51.3131197663024 0.995439294430381 3.39293935929891 0.848549504186958 13.1435148743913 "6"
"460" 11.6 0.58 0.66 2.2 0.074 10 47 1.0008 3.25 0.57 9 "1"
"239" 7.2 0.63 0 1.9 0.097 14 38 0.99675 3.37 0.58 9 "4"
"488" 10.2 0.645 0.36 1.8 0.053 5 14 0.9982 3.17 0.42 10 "4"
"928" 8.4 0.67 0.19 2.2 0.093 11 75 0.99736 3.2 0.59 9.2 "2"
"161" 8.20544120739214 0.390583591656759 0.410544120739214 1.89416408343241 0.0639376937425695 10.7665633372962 22.1206654231064 0.994667082041716 3.21941640834324 0.722957429201342 11.9350154994056 "6"
"361" 10.3423170857131 0.361922763809562 0.506154472380877 2.46373984217644 0.0696593496054411 5.17032519727945 15.3186992108822 0.99685253659755 3.18406503945589 0.656813007891178 11.1192276380956 "6"
"1158" 5.1 0.51 0.18 2.1 0.042 16 101 0.9924 3.46 0.87 12.9 "5"
"329" 13.4 0.27 0.62 2.6 0.082 6 21 1.0002 3.16 0.67 9.7 "4"
"1370" 6.6 0.61 0 1.6 0.069 4 8 0.99396 3.33 0.37 10.4 "2"
"1181" 8.2 0.35 0.33 2.4 0.076 11 47 0.99599 3.27 0.81 11 "4"
"279" 10.3 0.32 0.45 6.4 0.073 5 13 0.9976 3.23 0.82 12.6 "6"
"417" 10.6 0.48 0.64 2.2 0.111 6 20 0.997 3.26 0.66 11.7 "4"
"314" 8.6 0.47 0.3 3 0.076 30 135 0.9976 3.3 0.53 9.4 "3"
"623" 10 0.58 0.22 1.9 0.08 9 32 0.9974 3.13 0.55 9.5 "3"
"304" 7.4 0.67 0.12 1.6 0.186 5 21 0.996 3.39 0.54 9.5 "3"
"1221" 10.9 0.32 0.52 1.8 0.132 17 44 0.99734 3.28 0.77 11.5 "4"
"1544" 11.1 0.44 0.42 2.2 0.064 14 19 0.99758 3.25 0.57 10.4 "4"
"9" 7.54928308180533 1.47983408656553 0 2.64520687059267 0.126856616361067 5 10.2679229548667 0.995226595647391 3.53296599682653 0.435501842736267 10.8492830818053 "1"
"1062" 9.1 0.4 0.5 1.8 0.071 7 16 0.99462 3.21 0.69 12.5 "6"
"1009" 8.9 0.35 0.4 3.6 0.11 12 24 0.99549 3.23 0.7 12 "5"
"888" 10.7 0.52 0.38 2.6 0.066 29 56 0.99577 3.15 0.79 12.1 "5"
"929" 8.6 0.47 0.27 2.3 0.055 14 28 0.99516 3.18 0.8 11.2 "3"
